player,minutes_played,passes,completed_passes,shots,dribbles,tackles,interceptions,passes_per90,pass_accuracy,shots_per90,dribbles_per90,tackles_per90,interceptions_per90
Aaron Mooy,273,206,0,3,1,0,3,67.91208791208791,0.0,0.989010989010989,0.32967032967032966,0.0,0.989010989010989
Abdalla Mahmoud El Said Bekhit,238,147,0,2,0,0,2,55.588235294117645,0.0,0.7563025210084033,0.0,0.0,0.7563025210084033
Abdiel Arroyo Molinar,185,6,0,0,1,0,1,2.9189189189189193,0.0,0.0,0.4864864864864865,0.0,0.4864864864864865
Abdullah Ibrahim Al Maiouf,93,35,0,0,0,0,0,33.87096774193548,0.0,0.0,0.0,0.0,0.0
Abdullah Ibrahim Otayf,250,257,0,2,4,0,9,92.52000000000001,0.0,0.72,1.44,0.0,3.24
Abdullahi Shehu,89,32,0,0,1,0,1,32.359550561797754,0.0,0.0,1.0112359550561798,0.0,1.0112359550561798
Abel Enrique Aguilar Tapia,31,13,0,0,0,0,0,37.74193548387097,0.0,0.0,0.0,0.0,0.0
Achraf Hakimi Mouh,282,122,0,1,7,0,1,38.93617021276596,0.0,0.3191489361702128,2.2340425531914896,0.0,0.3191489361702128
Adem Ljajić,237,77,0,1,8,0,0,29.240506329113924,0.0,0.379746835443038,3.037974683544304,0.0,0.0
Adnan Januzaj,85,22,0,3,6,0,0,23.294117647058822,0.0,3.1764705882352944,6.352941176470589,0.0,0.0
Adolfo Abdiel Machado,91,32,0,0,0,0,2,31.64835164835165,0.0,0.0,0.0,0.0,1.978021978021978
Adrien Sebastian Perruchet Silva,253,160,0,2,1,0,1,56.916996047430835,0.0,0.7114624505928854,0.3557312252964427,0.0,0.3557312252964427
Ahmed Elsayed Ali Elsayed Hegazy,279,125,0,0,0,0,6,40.32258064516129,0.0,0.0,0.0,0.0,1.9354838709677418
Ahmed Fathy Abdel Meneim Ibrahim,278,168,0,1,1,0,5,54.38848920863309,0.0,0.3237410071942446,0.3237410071942446,0.0,1.618705035971223
Ahmed Khalil,93,7,0,0,1,0,1,6.774193548387096,0.0,0.0,0.9677419354838709,0.0,0.9677419354838709
Ahmed Musa,280,62,0,4,10,0,2,19.928571428571427,0.0,1.2857142857142856,3.2142857142857144,0.0,0.6428571428571428
Alan Dzagoev,145,21,0,2,0,0,0,13.034482758620689,0.0,1.2413793103448276,0.0,0.0,0.0
Albert Gudmundsson,91,2,0,0,0,0,0,1.978021978021978,0.0,0.0,0.0,0.0,0.0
Alberto Junior Rodríguez Valdelomar,138,56,0,2,1,0,2,36.52173913043478,0.0,1.3043478260869565,0.6521739130434783,0.0,1.3043478260869565
Albin Ekdal,428,169,0,3,11,0,8,35.53738317757009,0.0,0.6308411214953271,2.3130841121495327,0.0,1.6822429906542056
Aleksandar Kolarov,282,138,0,2,0,0,8,44.04255319148936,0.0,0.6382978723404256,0.0,0.0,2.5531914893617023
Aleksandar Mitrović,269,63,0,16,3,0,0,21.07806691449814,0.0,5.353159851301116,1.003717472118959,0.0,0.0
Aleksandar Prijović,97,3,0,0,0,0,0,2.7835051546391756,0.0,0.0,0.0,0.0,0.0
Aleksandr Erokhin,240,17,0,3,1,0,0,6.375,0.0,1.125,0.375,0.0,0.0
Aleksandr Golovin,409,135,0,4,6,0,3,29.706601466992666,0.0,0.880195599022005,1.3202933985330074,0.0,0.6601466992665037
Aleksandr Samedov,363,155,0,2,6,0,5,38.429752066115704,0.0,0.49586776859504134,1.4876033057851241,0.0,1.2396694214876034
Aleksey Miranchuk,59,20,0,0,1,0,0,30.508474576271187,0.0,0.0,1.5254237288135593,0.0,0.0
Alex Iwobi,250,24,0,4,2,0,0,8.64,0.0,1.44,0.72,0.0,0.0
Alfred John Momar N''Diaye,150,47,0,1,1,0,2,28.2,0.0,0.6,0.6,0.0,1.2
Alfreð Finnbogason,267,51,0,6,2,0,2,17.191011235955056,0.0,2.0224719101123596,0.6741573033707865,0.0,0.6741573033707865
Ali Albulayhi,93,42,0,0,0,0,3,40.64516129032258,0.0,0.0,0.0,0.0,2.9032258064516125
Ali Gabr,273,82,0,1,0,0,1,27.032967032967033,0.0,0.32967032967032966,0.0,0.0,0.32967032967032966
Ali Maâloul,179,112,0,0,1,0,1,56.31284916201117,0.0,0.0,0.5027932960893855,0.0,0.5027932960893855
Alireza Jahanbakhsh,246,49,0,2,6,0,2,17.926829268292682,0.0,0.7317073170731707,2.1951219512195124,0.0,0.7317073170731707
Alireza Safar Beiranvand,268,61,0,0,0,0,0,20.48507462686567,0.0,0.0,0.0,0.0,0.0
Alisson Ramsés Becker,452,67,0,0,0,0,0,13.340707964601771,0.0,0.0,0.0,0.0,0.0
Amine Harit,81,30,0,3,13,0,0,33.333333333333336,0.0,3.333333333333333,14.444444444444445,0.0,0.0
Amr Medhat Warda,267,67,0,2,3,0,4,22.584269662921347,0.0,0.6741573033707865,1.0112359550561798,0.0,1.348314606741573
Anderson Santamaría Bardales,186,74,0,0,1,0,0,35.806451612903224,0.0,0.0,0.48387096774193544,0.0,0.0
Andreas Christensen,309,166,0,0,1,0,6,48.3495145631068,0.0,0.0,0.29126213592233013,0.0,1.7475728155339807
Andreas Evald Cornelius,231,35,0,1,4,0,0,13.636363636363635,0.0,0.3896103896103896,1.5584415584415583,0.0,0.0
Andreas Granqvist,459,171,0,6,2,0,4,33.529411764705884,0.0,1.1764705882352942,0.3921568627450981,0.0,0.7843137254901962
Andrej Kramarić,666,143,0,12,10,0,2,19.324324324324323,0.0,1.6216216216216215,1.3513513513513513,0.0,0.27027027027027023
Andrew Nabbout,137,20,0,0,2,0,0,13.138686131386862,0.0,0.0,1.3138686131386863,0.0,0.0
Andrija Živković,91,13,0,1,0,0,0,12.857142857142858,0.0,0.989010989010989,0.0,0.0,0.0
André Martín Carrillo Díaz,263,106,0,3,18,0,2,36.27376425855513,0.0,1.0266159695817492,6.159695817490495,0.0,0.6844106463878328
André Miguel Valente Silva,282,31,0,2,3,0,0,9.893617021276595,0.0,0.6382978723404256,0.9574468085106383,0.0,0.0
Andrés Iniesta Luján,348,285,0,6,11,0,2,73.70689655172414,0.0,1.5517241379310345,2.8448275862068964,0.0,0.5172413793103449
Andrés Mateus Uribe Villa,301,88,0,3,4,0,2,26.312292358803987,0.0,0.8970099667774086,1.196013289036545,0.0,0.5980066445182725
Anga Dedryck Boyata,276,192,0,1,0,0,5,62.60869565217391,0.0,0.32608695652173914,0.0,0.0,1.6304347826086956
Anice Badri,275,81,0,3,6,0,3,26.50909090909091,0.0,0.9818181818181819,1.9636363636363638,0.0,0.9818181818181819
Ante Rebić,539,132,0,15,22,0,7,22.040816326530614,0.0,2.504638218923933,3.673469387755102,0.0,1.1688311688311688
Antoine Griezmann,576,248,0,21,14,0,2,38.75,0.0,3.28125,2.1875,0.0,0.3125
Antonio Rukavina,182,45,0,0,0,0,1,22.252747252747252,0.0,0.0,0.0,0.0,0.4945054945054945
Antonio Rüdiger,92,86,0,0,0,0,0,84.1304347826087,0.0,0.0,0.0,0.0,0.0
Aníbal Cesis Godoy,247,106,0,2,4,0,6,38.62348178137652,0.0,0.728744939271255,1.45748987854251,0.0,2.1862348178137654
Ari Freyr Skúlason,189,7,0,0,1,0,0,3.333333333333333,0.0,0.0,0.47619047619047616,0.0,0.0
Arkadiusz Milik,72,23,0,1,0,0,1,28.75,0.0,1.25,0.0,0.0,1.25
Armando Enrique Cooper Whitaker,186,74,0,1,8,0,4,35.806451612903224,0.0,0.48387096774193544,3.8709677419354835,0.0,1.9354838709677418
Arnór Ingvi Traustason,92,2,0,0,0,0,0,1.956521739130435,0.0,0.0,0.0,0.0,0.0
Aron Einar Gunnarsson,254,89,0,2,3,0,3,31.53543307086614,0.0,0.7086614173228346,1.0629921259842519,0.0,1.0629921259842519
Artem Dzyuba,403,108,0,8,8,0,1,24.11910669975186,0.0,1.7866004962779156,1.7866004962779156,0.0,0.22332506203473945
Artur Jędrzejczyk,87,53,0,1,1,0,0,54.82758620689655,0.0,1.0344827586206897,1.0344827586206897,0.0,0.0
Ashley Young,469,244,0,2,3,0,1,46.82302771855011,0.0,0.3837953091684435,0.5756929637526652,0.0,0.19189765458422176
Axel Witsel,551,325,0,6,4,0,4,53.08529945553539,0.0,0.9800362976406535,0.6533575317604357,0.0,0.6533575317604357
Aymen Mathlouthi,97,29,0,0,0,0,0,26.90721649484536,0.0,0.0,0.0,0.0,0.0
Ayoub El Kaabi,169,12,0,1,2,0,0,6.390532544378698,0.0,0.5325443786982249,1.0650887573964498,0.0,0.0
Aziz Bouhaddouz,189,3,0,0,0,0,0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0
Aziz Eraltay Behich,279,180,0,2,6,0,2,58.064516129032256,0.0,0.6451612903225806,1.9354838709677418,0.0,0.6451612903225806
Bamidele Alli,449,158,0,6,6,0,3,31.670378619153674,0.0,1.2026726057906458,1.2026726057906458,0.0,0.6013363028953229
Bartosz Bereszyński,252,78,0,1,3,0,3,27.857142857142858,0.0,0.35714285714285715,1.0714285714285714,0.0,1.0714285714285714
Bassem Srarfi,93,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Mendy,92,35,0,0,0,0,0,34.23913043478261,0.0,0.0,0.0,0.0,0.0
Benjamin Pavard,555,320,0,4,1,0,9,51.89189189189189,0.0,0.6486486486486486,0.16216216216216214,0.0,1.4594594594594594
Bernardo Mota Veiga de Carvalho e Silva,316,132,0,2,10,0,4,37.59493670886076,0.0,0.569620253164557,2.848101265822785,0.0,1.139240506329114
Birkir Bjarnason,273,64,0,7,2,0,5,21.0989010989011,0.0,2.307692307692308,0.6593406593406593,0.0,1.6483516483516485
Birkir Már Sævarsson,280,78,0,0,2,0,7,25.07142857142857,0.0,0.0,0.6428571428571428,0.0,2.25
Björn Bergmann Sigurðarson,281,15,0,0,1,0,0,4.804270462633452,0.0,0.0,0.3202846975088968,0.0,0.0
Blaise Matuidi,418,122,0,5,2,0,7,26.267942583732054,0.0,1.076555023923445,0.43062200956937796,0.0,1.507177033492823
Blas Antonio Miguel Pérez Ortega,166,35,0,1,2,0,0,18.97590361445783,0.0,0.5421686746987951,1.0843373493975903,0.0,0.0
Blerim Džemaili,328,92,0,9,5,0,4,25.243902439024392,0.0,2.4695121951219514,1.3719512195121952,0.0,1.0975609756097562
Branislav Ivanović,191,102,0,0,2,0,3,48.06282722513089,0.0,0.0,0.9424083769633508,0.0,1.4136125654450262
Breel-Donald Embolo,374,42,0,4,9,0,2,10.106951871657753,0.0,0.9625668449197861,2.1657754010695185,0.0,0.48128342245989303
Brian Oladapo Idowu,232,95,0,0,1,0,3,36.853448275862064,0.0,0.0,0.3879310344827586,0.0,1.1637931034482758
Bruno Miguel Borges Fernandes,161,34,0,3,0,0,3,19.00621118012422,0.0,1.6770186335403725,0.0,0.0,1.6770186335403725
Bryan Oviedo,190,64,0,3,0,0,5,30.31578947368421,0.0,1.4210526315789473,0.0,0.0,2.3684210526315788
Bryan Ruiz González,283,122,0,2,11,0,5,38.79858657243816,0.0,0.6360424028268551,3.498233215547703,0.0,1.5901060070671378
Carlos Alberto Sánchez Moreno,171,76,0,0,0,0,0,40.0,0.0,0.0,0.0,0.0,0.0
Carlos Alberto Vela Garrido,322,122,0,10,17,0,1,34.099378881987576,0.0,2.795031055900621,4.751552795031055,0.0,0.2795031055900621
Carlos Andrés Sánchez Arcosa,266,75,0,2,1,0,1,25.375939849624057,0.0,0.6766917293233082,0.3383458646616541,0.0,0.3383458646616541
Carlos Arturo Bacca Ahumada,314,29,0,3,1,0,0,8.312101910828025,0.0,0.8598726114649682,0.28662420382165604,0.0,0.0
Carlos Henrique Casimiro,344,258,0,4,5,0,5,67.5,0.0,1.0465116279069766,1.3081395348837208,0.0,1.3081395348837208
Carlos Joel Salcedo Hernández,369,226,0,5,2,0,3,55.1219512195122,0.0,1.2195121951219514,0.48780487804878053,0.0,0.7317073170731708
Celso Borges Mora,269,125,0,5,3,0,1,41.82156133828996,0.0,1.6728624535315986,1.003717472118959,0.0,0.3345724907063197
Cheikh N''Doye,185,16,0,1,1,0,1,7.783783783783784,0.0,0.4864864864864865,0.4864864864864865,0.0,0.4864864864864865
Cheikhou Kouyaté,276,42,0,0,2,0,1,13.695652173913043,0.0,0.0,0.6521739130434783,0.0,0.32608695652173914
Christian Alberto Cueva Bravo,268,138,0,2,4,0,2,46.34328358208955,0.0,0.6716417910447761,1.3432835820895521,0.0,0.6716417910447761
Christian Bolaños Navarro,188,35,0,0,2,0,0,16.75531914893617,0.0,0.0,0.9574468085106382,0.0,0.0
Christian Dannemann Eriksen,397,184,0,12,8,0,4,41.71284634760705,0.0,2.720403022670025,1.81360201511335,0.0,0.906801007556675
Christian Guillermo Martín Ramos Garagay,275,119,0,0,2,0,3,38.945454545454545,0.0,0.0,0.6545454545454545,0.0,0.9818181818181819
Christopher Paolo César Hurtado Huertas,93,19,0,0,1,0,0,18.387096774193548,0.0,0.0,0.9677419354838709,0.0,0.0
Chul Hong,179,36,0,0,2,0,2,18.100558659217878,0.0,0.0,1.005586592178771,0.0,1.005586592178771
Corentin Tolisso,435,135,0,2,3,0,5,27.931034482758623,0.0,0.4137931034482759,0.6206896551724138,0.0,1.0344827586206897
Cristhian Ricardo Stuani Curbelo,151,19,0,1,0,0,1,11.324503311258278,0.0,0.5960264900662251,0.0,0.0,0.5960264900662251
Cristian David Pavón,348,72,0,1,6,0,0,18.620689655172413,0.0,0.25862068965517243,1.5517241379310345,0.0,0.0
Cristian Eduardo Zapata Valencia,116,1,0,0,0,0,0,0.7758620689655172,0.0,0.0,0.0,0.0,0.0
Cristian Gabriel Rodríguez Barrotti,431,82,0,4,2,0,3,17.122969837587007,0.0,0.8352668213457077,0.41763341067285387,0.0,0.6264501160092808
Cristian Gamboa Luna,261,98,0,3,2,0,2,33.793103448275865,0.0,1.0344827586206897,0.6896551724137931,0.0,0.6896551724137931
Cristiano Ronaldo dos Santos Aveiro,376,113,0,22,14,0,0,27.04787234042553,0.0,5.26595744680851,3.351063829787234,0.0,0.0
Cédric Ricardo Alves Soares,275,161,0,0,2,0,1,52.690909090909095,0.0,0.0,0.6545454545454545,0.0,0.32727272727272727
Daler Kuzyaev,502,96,0,3,4,0,3,17.21115537848606,0.0,0.5378486055776893,0.7171314741035857,0.0,0.5378486055776893
Daniel Arzani,280,23,0,2,3,0,0,7.392857142857142,0.0,0.6428571428571428,0.9642857142857143,0.0,0.0
Daniel Carvajal Ramos,307,181,0,2,6,0,1,53.06188925081433,0.0,0.5863192182410424,1.7589576547231272,0.0,0.2931596091205212
Daniel Colindres Solera,171,34,0,3,2,0,1,17.894736842105264,0.0,1.5789473684210527,1.0526315789473684,0.0,0.5263157894736842
Daniel Nii Tackie Mensah Welbeck,92,1,0,2,0,0,0,0.9782608695652175,0.0,1.956521739130435,0.0,0.0,0.0
Danijel Subašić,646,170,0,0,0,0,0,23.684210526315788,0.0,0.0,0.0,0.0,0.0
Danilo Luiz da Silva,92,57,0,0,1,0,0,55.7608695652174,0.0,0.0,0.9782608695652175,0.0,0.0
Danny Rose,468,106,0,1,7,0,2,20.384615384615383,0.0,0.1923076923076923,1.346153846153846,0.0,0.3846153846153846
David Alberto Guzmán Pérez,244,123,0,1,1,0,3,45.36885245901639,0.0,0.3688524590163934,0.3688524590163934,0.0,1.1065573770491803
David Josué Jiménez Silva,327,213,0,10,7,0,3,58.62385321100918,0.0,2.7522935779816513,1.926605504587156,0.0,0.8256880733944955
David Ospina Ramírez,400,97,0,0,0,0,0,21.825,0.0,0.0,0.0,0.0,0.0
David de Gea Quintana,390,67,0,0,0,0,0,15.461538461538463,0.0,0.0,0.0,0.0,0.0
Davinson Sánchez Mina,398,209,0,2,0,0,7,47.26130653266331,0.0,0.4522613065326633,0.0,0.0,1.5829145728643215
Dawid Kownacki,149,26,0,2,2,0,0,15.704697986577182,0.0,1.2080536912751678,1.2080536912751678,0.0,0.0
Dejan Lovren,730,372,0,6,0,0,2,45.86301369863014,0.0,0.7397260273972603,0.0,0.0,0.24657534246575344
Denis Cheryshev,392,92,0,14,7,0,3,21.122448979591837,0.0,3.2142857142857144,1.6071428571428572,0.0,0.6887755102040817
Denis Lemi Zakaria Lako Lado,185,26,0,0,0,0,1,12.64864864864865,0.0,0.0,0.0,0.0,0.4864864864864865
Diafra Sakho,93,2,0,0,0,0,0,1.9354838709677418,0.0,0.0,0.0,0.0,0.0
Diego Roberto Godín Leal,461,224,0,3,3,0,11,43.73101952277658,0.0,0.5856832971800434,0.5856832971800434,0.0,2.1475054229934925
Diego Sebastián Laxalt Suárez,374,123,0,1,2,0,6,29.59893048128342,0.0,0.24064171122994651,0.48128342245989303,0.0,1.443850267379679
Diego da Silva Costa,315,64,0,11,5,0,0,18.285714285714285,0.0,3.142857142857143,1.4285714285714286,0.0,0.0
Djibril Sidibé,92,99,0,0,0,0,0,96.84782608695653,0.0,0.0,0.0,0.0,0.0
Domagoj Vida,648,317,0,4,0,0,8,44.02777777777778,0.0,0.5555555555555556,0.0,0.0,1.1111111111111112
Douglas Costa de Souza,189,52,0,4,8,0,1,24.76190476190476,0.0,1.9047619047619047,3.8095238095238093,0.0,0.47619047619047616
Dries Mertens,504,133,0,6,1,0,4,23.75,0.0,1.0714285714285714,0.17857142857142858,0.0,0.7142857142857143
Duje Ćaleta-Car,93,34,0,0,1,0,0,32.90322580645161,0.0,0.0,0.9677419354838709,0.0,0.0
Dušan Tadić,264,87,0,3,9,0,2,29.65909090909091,0.0,1.0227272727272727,3.0681818181818183,0.0,0.6818181818181819
Duško Tošić,190,87,0,0,1,0,3,41.21052631578947,0.0,0.0,0.47368421052631576,0.0,1.4210526315789473
Dylan Daniel Mahmoud Bronn,115,53,0,1,0,0,1,41.47826086956522,0.0,0.782608695652174,0.0,0.0,0.782608695652174
Eden Hazard,526,271,0,18,42,0,6,46.36882129277567,0.0,3.0798479087452475,7.186311787072244,0.0,1.0266159695817492
Edgar Yoel Bárcenas Herrera,225,64,0,6,8,0,3,25.6,0.0,2.4,3.2,0.0,1.2
Edinson Roberto Cavani Gómez,351,83,0,16,11,0,2,21.28205128205128,0.0,4.102564102564103,2.8205128205128207,0.0,0.5128205128205129
Edson Omar Álvarez Velázquez,332,169,0,1,8,0,4,45.81325301204819,0.0,0.2710843373493976,2.1686746987951806,0.0,1.0843373493975903
Eduardo Antonio Salvio,147,105,0,1,5,0,1,64.28571428571429,0.0,0.6122448979591837,3.061224489795918,0.0,0.6122448979591837
Ehsan Hajsafi,217,76,0,2,4,0,1,31.520737327188943,0.0,0.8294930875576038,1.6589861751152075,0.0,0.4147465437788019
Eiji Kawashima,362,89,0,0,0,0,0,22.12707182320442,0.0,0.0,0.0,0.0,0.0
Ellyes Joris Skhiri,274,166,0,0,4,0,4,54.52554744525548,0.0,0.0,1.3138686131386863,0.0,1.3138686131386863
Emil Hallfreðsson,183,61,0,1,7,0,4,30.0,0.0,0.49180327868852464,3.4426229508196724,0.0,1.9672131147540985
Emil Krafth,176,57,0,0,3,0,0,29.147727272727273,0.0,0.0,1.5340909090909092,0.0,0.0
Emil Peter Forsberg,410,104,0,15,10,0,6,22.82926829268293,0.0,3.2926829268292686,2.1951219512195124,0.0,1.3170731707317074
Enzo Nicolás Pérez,192,114,0,1,1,0,1,53.4375,0.0,0.46875,0.46875,0.0,0.46875
Eric Dier,526,194,0,6,3,0,1,33.19391634980989,0.0,1.0266159695817492,0.5133079847908746,0.0,0.1711026615969582
Erick Javier Davis Grajales,186,113,0,0,0,0,3,54.677419354838705,0.0,0.0,0.0,0.0,1.4516129032258063
Essam Kamal Tawfik El Hadary,94,19,0,0,0,0,0,18.191489361702125,0.0,0.0,0.0,0.0,0.0
Fabian Delph,370,152,0,3,8,0,3,36.972972972972975,0.0,0.7297297297297298,1.945945945945946,0.0,0.7297297297297298
Fabian Lukas Schär,277,215,0,1,0,0,5,69.85559566787003,0.0,0.3249097472924188,0.0,0.0,1.6245487364620939
Fahad Mosaed Al Muwallad Al Harbi,245,22,0,2,5,0,1,8.081632653061224,0.0,0.7346938775510203,1.836734693877551,0.0,0.36734693877551017
Fakhreddine Ben Youssef,275,95,0,7,0,0,3,31.090909090909093,0.0,2.290909090909091,0.0,0.0,0.9818181818181819
Farouk Ben Mustapha,181,47,0,0,0,0,0,23.370165745856355,0.0,0.0,0.0,0.0,0.0
Faustino Marcos Alberto Rojo,229,162,0,2,1,0,8,63.66812227074236,0.0,0.7860262008733625,0.39301310043668125,0.0,3.14410480349345
Fayçal Fajr,188,22,0,0,1,0,0,10.53191489361702,0.0,0.0,0.4787234042553191,0.0,0.0
Federico Julián Fazio,92,27,0,0,0,0,0,26.41304347826087,0.0,0.0,0.0,0.0,0.0
Fedor Kudryashov,416,109,0,0,0,0,1,23.58173076923077,0.0,0.0,0.0,0.0,0.21634615384615385
Felipe Abdiel Baloy Ramírez,93,16,0,1,0,0,0,15.483870967741934,0.0,0.9677419354838709,0.0,0.0,0.0
Ferjani Sassi,198,153,0,5,1,0,2,69.54545454545455,0.0,2.2727272727272725,0.45454545454545453,0.0,0.9090909090909091
Fernando Luiz Rosa,469,125,0,3,1,0,5,23.98720682302772,0.0,0.5756929637526652,0.19189765458422176,0.0,0.9594882729211087
Fidel Escobar Mendieta,279,86,0,1,0,0,1,27.741935483870968,0.0,0.3225806451612903,0.0,0.0,0.3225806451612903
Filip Bradarić,94,11,0,0,0,0,0,10.53191489361702,0.0,0.0,0.0,0.0,0.0
Filip Kostić,241,49,0,4,5,0,1,18.298755186721994,0.0,1.4937759336099585,1.8672199170124482,0.0,0.37344398340248963
Filipe Luís Kasmirski,186,129,0,1,2,0,2,62.41935483870967,0.0,0.48387096774193544,0.9677419354838709,0.0,0.9677419354838709
Florian Thauvin,91,1,0,0,0,0,0,0.989010989010989,0.0,0.0,0.0,0.0,0.0
Francis Odinaka Uzoho,278,57,0,0,0,0,0,18.453237410071942,0.0,0.0,0.0,0.0,0.0
Francisco Guillermo Ochoa Magaña,375,89,0,0,0,0,0,21.36,0.0,0.0,0.0,0.0,0.0
Francisco Javier Calvo Quesada,187,55,0,1,3,0,2,26.470588235294116,0.0,0.48128342245989303,1.443850267379679,0.0,0.9625668449197861
Francisco Román Alarcón Suárez,404,475,0,10,41,0,1,105.81683168316832,0.0,2.227722772277228,9.133663366336634,0.0,0.22277227722772278
Franco Armani,188,41,0,0,0,0,0,19.627659574468083,0.0,0.0,0.0,0.0,0.0
Fyodor Smolov,497,72,0,4,9,0,0,13.038229376257545,0.0,0.7243460764587525,1.6297786720321932,0.0,0.0
Fágner Conserva Lemos,372,228,0,0,3,0,3,55.16129032258064,0.0,0.0,0.7258064516129031,0.0,0.7258064516129031
Gabriel Arturo Torres Tejada,138,15,0,1,1,0,0,9.782608695652174,0.0,0.6521739130434783,0.6521739130434783,0.0,0.0
Gabriel Enrique Gómez Girón,252,117,0,0,1,0,2,41.78571428571429,0.0,0.0,0.35714285714285715,0.0,0.7142857142857143
Gabriel Fernando de Jesus,413,95,0,10,17,0,6,20.70217917675545,0.0,2.179176755447942,3.7046004842615017,0.0,1.3075060532687652
Gabriel Iván Mercado,272,185,0,1,1,0,4,61.21323529411765,0.0,0.33088235294117646,0.33088235294117646,0.0,1.3235294117647058
Gaku Shibasaki,343,245,0,1,3,0,7,64.28571428571429,0.0,0.2623906705539359,0.7871720116618076,0.0,1.836734693877551
Gary Cahill,92,44,0,0,0,0,0,43.04347826086957,0.0,0.0,0.0,0.0,0.0
Gelson Dany Batalha Martins,94,9,0,0,3,0,0,8.617021276595745,0.0,0.0,2.872340425531915,0.0,0.0
Gen Shōji,277,179,0,1,2,0,2,58.158844765342955,0.0,0.3249097472924188,0.6498194945848376,0.0,0.6498194945848376
Genki Haraguchi,247,86,0,3,3,0,4,31.336032388663966,0.0,1.0931174089068827,1.0931174089068827,0.0,1.45748987854251
Gerard Piqué Bernabéu,396,354,0,9,0,0,2,80.45454545454545,0.0,2.0454545454545454,0.0,0.0,0.45454545454545453
Ghilane Chalali,92,79,0,1,0,0,2,77.28260869565219,0.0,0.9782608695652175,0.0,0.0,1.956521739130435
Giancarlo González Castro,284,90,0,2,1,0,2,28.52112676056338,0.0,0.6338028169014085,0.31690140845070425,0.0,0.6338028169014085
Giorgian Daniel De Arrascaeta Benedetti,152,46,0,1,1,0,0,27.236842105263158,0.0,0.5921052631578947,0.5921052631578947,0.0,0.0
Giovani dos Santos Ramírez,94,3,0,0,0,0,1,2.872340425531915,0.0,0.0,0.0,0.0,0.9574468085106382
Gonzalo Gerardo Higuaín,278,37,0,3,1,0,0,11.97841726618705,0.0,0.9712230215827338,0.3237410071942446,0.0,0.0
Gonçalo Manuel Ganchinho Guedes,342,62,0,6,2,0,0,16.315789473684212,0.0,1.5789473684210527,0.5263157894736842,0.0,0.0
Gotoku Sakai,86,17,0,1,0,0,0,17.790697674418603,0.0,1.0465116279069766,0.0,0.0,0.0
Granit Xhaka,370,346,0,4,3,0,3,84.16216216216218,0.0,0.972972972972973,0.7297297297297298,0.0,0.7297297297297298
Grzegorz Krychowiak,275,180,0,2,1,0,5,58.909090909090914,0.0,0.6545454545454545,0.32727272727272727,0.0,1.6363636363636365
Guillermo Varela Olivera,183,114,0,0,1,0,0,56.06557377049181,0.0,0.0,0.49180327868852464,0.0,0.0
Gustav Svensson,267,27,0,0,0,0,0,9.101123595505618,0.0,0.0,0.0,0.0,0.0
